ticket_id,show_id,theater_id,movie_id,customer_id,purchase_time,seat_type,price,quantity,total
T000620,S0420,T05,M039,C0183,2025-05-23 05:08:50,Regular,42.0,1,42.0
T000621,S0106,T02,M036,C0326,2025-06-19 21:53:50,Regular,45.0,1,45.0
T000622,S0387,T04,M026,C0230,2025-09-03 20:08:50,Regular,45.0,1,45.0
T000623,S0188,T03,M017,C0057,2025-09-17 03:53:50,Regular,43.0,1,43.0
T000624,S0291,T03,M018,C0274,2025-05-24 04:08:50,Regular,36.0,1,36.0
T000625,S0022,T01,M020,C0512,2025-06-24 05:23:50,Regular,39.0,1,39.0
T000626,S0380,T04,M008,C0529,2025-05-21 19:38:50,Regular,36.0,1,36.0
T000627,S0021,T01,M028,C0322,2025-09-06 08:53:50,Regular,43.0,1,43.0
T000628,S0155,T02,M020,C0379,2025-06-03 08:08:50,Regular,39.0,1,39.0
T000629,S0192,T03,M010,C0261,2025-08-22 03:38:50,Regular,38.0,1,38.0
T000630,S0191,T03,M013,C0479,2025-06-24 21:38:50,Regular,39.0,1,39.0
T000631,S0158,T02,M003,C0096,2025-08-14 06:23:50,Regular,36.0,1,36.0
T000632,S0234,T03,M026,C0588,2025-07-03 15:38:50,Regular,45.0,1,45.0
T000633,S0431,T05,M022,C0015,2025-05-28 01:38:50,Couple,72.0,1,72.0
T000634,S0414,T05,M002,C0222,2025-05-20 18:53:50,Regular,37.0,1,37.0
T000635,S0472,T05,M036,C0511,2025-05-16 10:08:50,Regular,45.0,1,45.0
T000636,S0176,T02,M025,C0147,2025-05-28 01:08:50,Regular,43.0,1,43.0
T000637,S0418,T05,M021,C0455,2025-04-29 13:53:50,VIP,58.5,1,58.5
T000638,S0193,T03,M015,C0306,2025-09-15 02:53:50,Regular,37.0,1,37.0
T000639,S0401,T05,M016,C0494,2025-05-11 02:53:50,Regular,44.0,1,44.0
T000640,S0458,T05,M037,C0584,2025-08-18 18:53:50,Regular,45.0,1,45.0
T000641,S0340,T04,M012,C0105,2025-09-20 04:38:50,Regular,40.0,1,40.0
T000642,S0010,T01,M005,C0549,2025-09-08 10:08:50,Regular,38.0,1,38.0
T000643,S0262,T03,M016,C0184,2025-07-12 17:08:50,VIP,66.0,1,66.0
T000644,S0224,T03,M006,C0442,2025-06-14 08:08:50,Regular,43.0,1,43.0
T000645,S0414,T05,M002,C0187,2025-05-23 18:53:50,Regular,37.0,1,37.0
T000646,S0415,T05,M007,C0561,2025-05-14 05:08:50,Regular,43.0,1,43.0
T000647,S0458,T05,M037,C0383,2025-08-17 13:53:50,Regular,45.0,1,45.0
T000648,S0206,T03,M036,C0320,2025-08-28 22:23:50,Regular,45.0,1,45.0
T000649,S0490,T05,M018,C0351,2025-09-03 13:53:50,Regular,36.0,1,36.0
T000650,S0049,T01,M023,C0035,2025-05-17 21:08:50,Regular,38.0,1,38.0
T000651,S0103,T02,M022,C0531,2025-06-07 17:53:50,Regular,40.0,1,40.0
T000652,S0377,T04,M003,C0269,2025-05-16 23:53:50,Regular,36.0,1,36.0
T000653,S0184,T03,M015,C0286,2025-04-29 20:23:50,Regular,37.0,1,37.0
T000654,S0459,T05,M001,C0208,2025-08-07 09:08:50,Regular,37.0,1,37.0
T000655,S0433,T05,M017,C0307,2025-05-17 05:23:50,Regular,43.0,1,43.0
T000656,S0219,T03,M010,C0194,2025-05-16 14:23:50,Regular,38.0,1,38.0
T000657,S0402,T05,M014,C0263,2025-09-10 19:53:50,Regular,41.0,1,41.0
T000658,S0440,T05,M037,C0060,2025-06-08 00:38:50,Regular,45.0,1,45.0
T000659,S0487,T05,M031,C0455,2025-08-28 22:53:50,Regular,40.0,1,40.0
T000660,S0476,T05,M030,C0151,2025-06-16 05:23:50,Regular,38.0,1,38.0
T000661,S0053,T01,M026,C0505,2025-06-18 18:23:50,Regular,45.0,1,45.0
T000662,S0013,T01,M007,C0192,2025-05-04 14:23:50,VIP,64.5,1,64.5
T000663,S0428,T05,M009,C0073,2025-06-27 12:38:50,Regular,45.0,1,45.0
T000664,S0298,T03,M021,C0344,2025-08-08 22:08:50,Regular,39.0,1,39.0
T000665,S0234,T03,M026,C0530,2025-07-09 04:38:50,Regular,45.0,1,45.0
T000666,S0222,T03,M038,C0557,2025-05-10 12:23:50,VIP,61.5,1,61.5
T000667,S0305,T03,M032,C0356,2025-09-17 17:08:50,Regular,38.0,1,38.0
T000668,S0360,T04,M015,C0033,2025-09-19 21:38:50,Regular,37.0,1,37.0
T000669,S0312,T03,M002,C0407,2025-09-03 19:53:50,Regular,37.0,1,37.0
T000670,S0362,T04,M014,C0002,2025-05-06 04:08:50,Regular,41.0,1,41.0
T000671,S0011,T01,M018,C0330,2025-08-06 06:08:50,VIP,54.0,1,54.0
T000672,S0191,T03,M013,C0214,2025-06-21 10:38:50,Regular,39.0,1,39.0
T000673,S0276,T03,M007,C0267,2025-08-09 00:08:50,Regular,43.0,1,43.0
T000674,S0411,T05,M002,C0479,2025-09-09 06:08:50,Regular,37.0,1,37.0
T000675,S0009,T01,M018,C0152,2025-05-22 00:23:50,Regular,36.0,1,36.0
T000676,S0046,T01,M030,C0303,2025-07-19 23:53:50,VIP,57.0,1,57.0
T000677,S0308,T03,M007,C0055,2025-06-06 14:53:50,Couple,77.4,1,77.4
T000678,S0168,T02,M024,C0237,2025-08-27 18:38:50,Regular,48.0,1,48.0
T000679,S0134,T02,M027,C0087,2025-09-16 18:53:50,VIP,60.0,1,60.0
T000680,S0444,T05,M028,C0452,2025-05-12 11:23:50,Regular,43.0,1,43.0
T000681,S0211,T03,M008,C0418,2025-07-08 19:53:50,VIP,54.0,1,54.0
T000682,S0419,T05,M024,C0047,2025-09-06 14:08:50,Regular,48.0,1,48.0
T000683,S0168,T02,M024,C0100,2025-09-01 10:38:50,Regular,48.0,1,48.0
T000684,S0344,T04,M023,C0440,2025-07-09 18:23:50,Regular,38.0,1,38.0
T000685,S0261,T03,M038,C0221,2025-06-26 15:53:50,Regular,41.0,1,41.0
T000686,S0240,T03,M027,C0069,2025-06-29 19:38:50,Regular,40.0,1,40.0
T000687,S0179,T02,M013,C0592,2025-06-16 17:08:50,Regular,39.0,1,39.0
T000688,S0266,T03,M030,C0389,2025-05-21 15:38:50,Regular,38.0,1,38.0
T000689,S0137,T02,M017,C0516,2025-06-24 03:23:50,Regular,43.0,1,43.0
T000690,S0474,T05,M005,C0053,2025-07-29 01:53:50,Regular,38.0,1,38.0
T000691,S0382,T04,M010,C0462,2025-09-25 03:08:50,Regular,38.0,1,38.0
T000692,S0308,T03,M007,C0434,2025-06-07 13:53:50,Regular,43.0,1,43.0
T000693,S0355,T04,M019,C0161,2025-09-02 05:38:50,Regular,39.0,1,39.0
T000694,S0315,T04,M023,C0380,2025-08-18 20:53:50,Regular,38.0,1,38.0
T000695,S0287,T03,M026,C0117,2025-06-22 05:53:50,Regular,45.0,1,45.0
T000696,S0349,T04,M024,C0599,2025-09-09 06:23:50,Regular,48.0,1,48.0
T000697,S0313,T04,M008,C0268,2025-09-03 07:38:50,Regular,36.0,1,36.0
T000698,S0448,T05,M027,C0327,2025-07-26 04:53:50,Regular,40.0,1,40.0
T000699,S0377,T04,M003,C0428,2025-05-13 13:53:50,Regular,36.0,1,36.0
T000700,S0409,T05,M040,C0249,2025-06-10 19:38:50,VIP,54.0,1,54.0
T000701,S0254,T03,M034,C0369,2025-07-09 14:53:50,Regular,41.0,1,41.0
T000702,S0142,T02,M033,C0160,2025-06-29 20:53:50,Regular,40.0,1,40.0
T000703,S0437,T05,M020,C0514,2025-05-09 01:08:50,Regular,39.0,1,39.0
T000704,S0067,T01,M027,C0474,2025-05-05 18:23:50,Regular,40.0,1,40.0
T000705,S0045,T01,M008,C0196,2025-09-21 10:53:50,Regular,36.0,1,36.0
T000706,S0464,T05,M027,C0049,2025-08-14 18:23:50,Regular,40.0,1,40.0
T000707,S0123,T02,M005,C0395,2025-06-03 11:08:50,Regular,38.0,1,38.0
T000708,S0057,T01,M014,C0019,2025-09-14 00:23:50,VIP,61.5,1,61.5
T000709,S0383,T04,M006,C0349,2025-08-22 22:08:50,VIP,64.5,1,64.5
T000710,S0300,T03,M009,C0238,2025-05-01 19:23:50,Regular,45.0,1,45.0
T000711,S0325,T04,M035,C0522,2025-06-26 14:08:50,Regular,37.0,1,37.0
T000712,S0358,T04,M023,C0411,2025-08-06 13:53:50,Regular,38.0,1,38.0
T000713,S0198,T03,M011,C0302,2025-08-29 03:53:50,Regular,37.0,1,37.0
T000714,S0277,T03,M027,C0573,2025-09-10 06:23:50,VIP,60.0,1,60.0
T000715,S0491,T05,M036,C0188,2025-06-17 18:23:50,Regular,45.0,1,45.0
T000716,S0090,T02,M017,C0596,2025-09-24 01:23:50,Regular,43.0,1,43.0
T000717,S0020,T01,M023,C0322,2025-07-19 16:23:50,Regular,38.0,1,38.0
T000718,S0275,T03,M033,C0582,2025-06-03 12:23:50,Regular,40.0,1,40.0
T000719,S0462,T05,M038,C0408,2025-07-27 22:38:50,Regular,41.0,1,41.0
T000720,S0435,T05,M033,C0146,2025-08-21 15:38:50,Regular,40.0,1,40.0
T000721,S0090,T02,M017,C0424,2025-09-19 09:23:50,Regular,43.0,1,43.0
T000722,S0485,T05,M004,C0407,2025-09-07 15:08:50,Regular,42.0,1,42.0
T000723,S0462,T05,M038,C0521,2025-07-27 23:38:50,Regular,41.0,1,41.0
T000724,S0246,T03,M021,C0463,2025-05-29 16:08:50,Regular,39.0,1,39.0
T000725,S0244,T03,M029,C0406,2025-08-27 21:23:50,Regular,46.0,1,46.0
T000726,S0444,T05,M028,C0467,2025-05-03 04:23:50,Regular,43.0,1,43.0
T000727,S0143,T02,M022,C0504,2025-06-01 04:08:50,Regular,40.0,1,40.0
T000728,S0415,T05,M007,C0559,2025-05-22 14:08:50,Regular,43.0,1,43.0
T000729,S0252,T03,M011,C0012,2025-05-20 07:53:50,Regular,37.0,1,37.0
T000730,S0408,T05,M025,C0425,2025-09-04 19:23:50,Regular,43.0,1,43.0
T000731,S0069,T01,M009,C0001,2025-08-13 17:53:50,Regular,45.0,1,45.0
T000732,S0418,T05,M021,C0370,2025-04-29 08:53:50,Regular,39.0,1,39.0
T000733,S0175,T02,M030,C0236,2025-06-27 18:08:50,VIP,57.0,1,57.0
T000734,S0465,T05,M019,C0375,2025-05-12 15:08:50,Regular,39.0,1,39.0
T000735,S0093,T02,M006,C0286,2025-07-12 06:53:50,Regular,43.0,1,43.0
T000736,S0061,T01,M013,C0070,2025-09-16 09:53:50,Regular,39.0,1,39.0
T000737,S0038,T01,M034,C0119,2025-09-11 06:53:50,Regular,41.0,1,41.0
T000738,S0139,T02,M017,C0138,2025-05-17 17:53:50,Regular,43.0,1,43.0
T000739,S0491,T05,M036,C0317,2025-06-11 21:23:50,VIP,67.5,1,67.5
T000740,S0113,T02,M012,C0412,2025-06-27 21:53:50,Couple,72.0,1,72.0
T000741,S0410,T05,M002,C0126,2025-07-09 13:38:50,Regular,37.0,1,37.0
T000742,S0478,T05,M026,C0449,2025-06-22 10:38:50,Regular,45.0,1,45.0
T000743,S0238,T03,M021,C0409,2025-07-24 20:38:50,Regular,39.0,1,39.0
T000744,S0037,T01,M030,C0586,2025-08-16 14:53:50,Regular,38.0,1,38.0
T000745,S0157,T02,M027,C0003,2025-09-08 20:38:50,Regular,40.0,1,40.0
T000746,S0482,T05,M022,C0510,2025-08-12 17:38:50,Regular,40.0,1,40.0
T000747,S0318,T04,M006,C0097,2025-09-19 13:23:50,Regular,43.0,1,43.0
T000748,S0035,T01,M035,C0245,2025-08-18 07:38:50,Regular,37.0,1,37.0
T000749,S0281,T03,M002,C0013,2025-08-04 06:23:50,Regular,37.0,1,37.0
T000750,S0478,T05,M026,C0358,2025-06-25 10:38:50,Regular,45.0,1,45.0
T000751,S0392,T05,M002,C0317,2025-06-29 18:08:50,VIP,55.5,1,55.5
T000752,S0436,T05,M038,C0219,2025-07-03 22:53:50,Couple,73.8,1,73.8
T000753,S0008,T01,M037,C0316,2025-06-29 06:08:50,Regular,45.0,1,45.0
T000754,S0419,T05,M024,C0538,2025-09-05 18:08:50,Regular,48.0,1,48.0
T000755,S0049,T01,M023,C0218,2025-05-11 22:08:50,Regular,38.0,1,38.0
T000756,S0318,T04,M006,C0337,2025-09-27 09:23:50,Regular,43.0,1,43.0
T000757,S0285,T03,M017,C0078,2025-07-30 02:08:50,VIP,64.5,1,64.5
T000758,S0387,T04,M026,C0286,2025-09-04 11:08:50,Regular,45.0,1,45.0
T000759,S0100,T02,M006,C0007,2025-07-07 01:38:50,Regular,43.0,1,43.0
T000760,S0232,T03,M005,C0598,2025-09-13 08:38:50,Regular,38.0,1,38.0
T000761,S0373,T04,M025,C0571,2025-09-03 10:38:50,Regular,43.0,1,43.0
T000762,S0154,T02,M014,C0407,2025-08-11 04:38:50,VIP,61.5,1,61.5
T000763,S0076,T01,M037,C0419,2025-06-06 12:08:50,Regular,45.0,1,45.0
T000764,S0133,T02,M006,C0358,2025-05-28 04:53:50,Regular,43.0,1,43.0
T000765,S0446,T05,M012,C0368,2025-05-12 16:08:50,Regular,40.0,1,40.0
T000766,S0217,T03,M017,C0430,2025-08-11 10:38:50,Regular,43.0,1,43.0
T000767,S0044,T01,M009,C0339,2025-06-19 01:08:50,Regular,45.0,1,45.0
T000768,S0333,T04,M022,C0038,2025-08-30 09:08:50,Regular,40.0,1,40.0
T000769,S0157,T02,M027,C0408,2025-09-09 09:38:50,Regular,40.0,1,40.0
T000770,S0111,T02,M023,C0328,2025-08-10 04:08:50,Regular,38.0,1,38.0
T000771,S0341,T04,M013,C0326,2025-05-27 17:53:50,Regular,39.0,1,39.0
T000772,S0302,T03,M018,C0528,2025-09-11 05:08:50,Regular,36.0,1,36.0
T000773,S0405,T05,M002,C0529,2025-06-05 04:38:50,Regular,37.0,1,37.0
T000774,S0289,T03,M033,C0229,2025-08-14 10:08:50,Regular,40.0,1,40.0
T000775,S0487,T05,M031,C0508,2025-09-07 12:53:50,Regular,40.0,1,40.0
T000776,S0418,T05,M021,C0063,2025-04-30 23:53:50,Regular,39.0,1,39.0
T000777,S0137,T02,M017,C0234,2025-06-19 15:23:50,Couple,77.4,1,77.4
T000778,S0029,T01,M019,C0590,2025-08-28 00:38:50,Regular,39.0,1,39.0
T000779,S0207,T03,M015,C0378,2025-08-03 11:38:50,Regular,37.0,1,37.0
T000780,S0055,T01,M027,C0394,2025-07-08 21:23:50,Regular,40.0,1,40.0
T000781,S0027,T01,M009,C0399,2025-08-26 20:08:50,Regular,45.0,1,45.0
T000782,S0261,T03,M038,C0076,2025-07-05 21:53:50,Couple,73.8,1,73.8
T000783,S0242,T03,M017,C0299,2025-08-23 16:38:50,Regular,43.0,1,43.0
T000784,S0363,T04,M004,C0390,2025-08-27 11:23:50,Regular,42.0,1,42.0
T000785,S0033,T01,M017,C0394,2025-08-10 01:23:50,Regular,43.0,1,43.0
T000786,S0484,T05,M022,C0279,2025-05-16 20:38:50,VIP,60.0,1,60.0
T000787,S0189,T03,M014,C0112,2025-06-08 19:23:50,Regular,41.0,1,41.0
T000788,S0378,T04,M040,C0491,2025-08-25 23:53:50,Regular,36.0,1,36.0
T000789,S0112,T02,M001,C0193,2025-09-01 08:53:50,Regular,37.0,1,37.0
T000790,S0423,T05,M019,C0532,2025-06-05 02:38:50,Regular,39.0,1,39.0
T000791,S0141,T02,M032,C0309,2025-05-16 10:53:50,Regular,38.0,1,38.0
T000792,S0072,T01,M025,C0515,2025-09-13 06:38:50,Regular,43.0,1,43.0
T000793,S0321,T04,M014,C0416,2025-09-20 08:08:50,Regular,41.0,1,41.0
T000794,S0117,T02,M024,C0131,2025-08-29 06:23:50,Regular,48.0,1,48.0
T000795,S0222,T03,M038,C0167,2025-05-09 09:23:50,Regular,41.0,1,41.0
T000796,S0203,T03,M031,C0249,2025-06-01 12:08:50,Regular,40.0,1,40.0
T000797,S0099,T02,M026,C0062,2025-09-16 06:53:50,Regular,45.0,1,45.0
T000798,S0107,T02,M014,C0387,2025-06-29 09:53:50,Regular,41.0,1,41.0
T000799,S0017,T01,M027,C0330,2025-08-31 11:08:50,Regular,40.0,1,40.0
T000800,S0175,T02,M030,C0315,2025-06-24 01:08:50,Regular,38.0,1,38.0
T000801,S0220,T03,M021,C0038,2025-05-24 04:38:50,Regular,39.0,1,39.0
T000802,S0289,T03,M033,C0305,2025-08-08 01:08:50,Regular,40.0,1,40.0
T000803,S0347,T04,M029,C0007,2025-08-15 13:38:50,Regular,46.0,1,46.0
T000804,S0227,T03,M026,C0259,2025-06-04 09:53:50,Regular,45.0,1,45.0
T000805,S0255,T03,M028,C0014,2025-05-07 15:23:50,Couple,77.4,1,77.4
T000806,S0279,T03,M026,C0020,2025-07-26 07:53:50,Regular,45.0,1,45.0
T000807,S0402,T05,M014,C0405,2025-09-11 03:53:50,VIP,61.5,1,61.5
T000808,S0413,T05,M004,C0221,2025-08-29 22:23:50,Regular,42.0,1,42.0
T000809,S0417,T05,M034,C0199,2025-05-24 17:38:50,Regular,41.0,1,41.0
T000810,S0228,T03,M001,C0561,2025-08-08 02:08:50,Regular,37.0,1,37.0
T000811,S0275,T03,M033,C0163,2025-05-31 09:23:50,Regular,40.0,1,40.0
T000812,S0392,T05,M002,C0501,2025-07-02 08:08:50,Regular,37.0,1,37.0
T000813,S0319,T04,M023,C0046,2025-09-12 14:38:50,Regular,38.0,1,38.0
T000814,S0460,T05,M026,C0206,2025-05-29 19:38:50,VIP,67.5,1,67.5
T000815,S0325,T04,M035,C0011,2025-07-06 09:08:50,Regular,37.0,1,37.0
T000816,S0269,T03,M034,C0083,2025-05-02 19:53:50,Regular,41.0,1,41.0
T000817,S0388,T04,M026,C0423,2025-08-01 12:38:50,Regular,45.0,1,45.0
T000818,S0333,T04,M022,C0081,2025-09-06 07:08:50,Regular,40.0,1,40.0
T000819,S0277,T03,M027,C0484,2025-09-17 08:23:50,VIP,60.0,1,60.0
T000820,S0422,T05,M024,C0591,2025-05-27 17:23:50,Couple,86.4,1,86.4
T000821,S0173,T02,M010,C0416,2025-09-10 04:23:50,Regular,38.0,1,38.0
T000822,S0208,T03,M012,C0463,2025-05-22 09:53:50,VIP,60.0,1,60.0
T000823,S0442,T05,M016,C0486,2025-05-16 17:38:50,Regular,44.0,1,44.0
T000824,S0344,T04,M023,C0095,2025-07-10 05:23:50,VIP,57.0,1,57.0
T000825,S0231,T03,M028,C0138,2025-09-01 06:08:50,Regular,43.0,1,43.0
T000826,S0221,T03,M033,C0030,2025-04-28 22:38:50,Regular,40.0,1,40.0
T000827,S0107,T02,M014,C0321,2025-07-01 20:53:50,Regular,41.0,1,41.0
T000828,S0465,T05,M019,C0587,2025-05-17 12:08:50,Regular,39.0,1,39.0
T000829,S0147,T02,M035,C0293,2025-05-19 18:53:50,Regular,37.0,1,37.0
T000830,S0478,T05,M026,C0347,2025-07-01 01:38:50,Regular,45.0,1,45.0
T000831,S0058,T01,M012,C0293,2025-07-24 07:08:50,Regular,40.0,1,40.0
T000832,S0295,T03,M013,C0478,2025-08-04 17:38:50,Couple,70.2,1,70.2
T000833,S0400,T05,M007,C0456,2025-06-16 22:08:50,Regular,43.0,1,43.0
T000834,S0142,T02,M033,C0380,2025-06-27 20:53:50,Regular,40.0,1,40.0
T000835,S0229,T03,M029,C0554,2025-08-25 14:08:50,Regular,46.0,1,46.0
T000836,S0290,T03,M009,C0347,2025-05-09 00:38:50,Regular,45.0,1,45.0
T000837,S0223,T03,M035,C0037,2025-09-03 01:38:50,Regular,37.0,1,37.0
T000838,S0358,T04,M023,C0539,2025-08-03 21:53:50,Regular,38.0,1,38.0
T000839,S0296,T03,M040,C0023,2025-07-02 15:23:50,Regular,36.0,1,36.0
T000840,S0408,T05,M025,C0453,2025-09-11 05:23:50,Regular,43.0,1,43.0
T000841,S0064,T01,M032,C0001,2025-06-18 08:23:50,Regular,38.0,1,38.0
T000842,S0494,T05,M023,C0485,2025-07-28 16:53:50,Regular,38.0,1,38.0
T000843,S0075,T01,M016,C0409,2025-05-25 02:38:50,Regular,44.0,1,44.0
T000844,S0483,T05,M033,C0354,2025-05-13 20:23:50,Regular,40.0,1,40.0
T000845,S0131,T02,M019,C0550,2025-05-02 06:23:50,Regular,39.0,1,39.0
T000846,S0165,T02,M007,C0535,2025-05-03 04:08:50,Regular,43.0,1,43.0
T000847,S0327,T04,M003,C0015,2025-05-18 15:53:50,VIP,54.0,1,54.0
T000848,S0096,T02,M027,C0133,2025-07-10 07:08:50,Regular,40.0,1,40.0
T000849,S0023,T01,M016,C0393,2025-09-24 17:08:50,Regular,44.0,1,44.0
T000850,S0257,T03,M014,C0365,2025-08-10 12:08:50,Regular,41.0,1,41.0
T000851,S0263,T03,M036,C0237,2025-08-14 06:23:50,Regular,45.0,1,45.0
T000852,S0444,T05,M028,C0455,2025-05-08 06:23:50,VIP,64.5,1,64.5
T000853,S0019,T01,M004,C0369,2025-09-13 01:08:50,Regular,42.0,1,42.0
T000854,S0010,T01,M005,C0425,2025-09-01 13:08:50,Couple,68.4,1,68.4
T000855,S0432,T05,M015,C0398,2025-07-21 21:38:50,Regular,37.0,1,37.0
T000856,S0027,T01,M009,C0449,2025-08-29 03:08:50,Regular,45.0,1,45.0
T000857,S0182,T02,M005,C0511,2025-05-10 07:23:50,Regular,38.0,1,38.0
T000858,S0367,T04,M014,C0279,2025-07-17 05:23:50,Regular,41.0,1,41.0
T000859,S0063,T01,M013,C0395,2025-09-19 06:23:50,Regular,39.0,1,39.0
T000860,S0029,T01,M019,C0430,2025-08-23 03:38:50,Regular,39.0,1,39.0
T000861,S0294,T03,M022,C0517,2025-08-12 23:53:50,Regular,40.0,1,40.0
T000862,S0412,T05,M029,C0464,2025-05-30 09:23:50,Couple,82.8,1,82.8
T000863,S0013,T01,M007,C0388,2025-04-30 06:23:50,Regular,43.0,1,43.0
T000864,S0088,T02,M037,C0218,2025-05-29 18:38:50,Regular,45.0,1,45.0
T000865,S0430,T05,M028,C0039,2025-09-16 05:08:50,Regular,43.0,1,43.0
T000866,S0323,T04,M001,C0015,2025-08-15 18:38:50,Regular,37.0,1,37.0
T000867,S0397,T05,M030,C0137,2025-09-02 21:38:50,Regular,38.0,1,38.0
T000868,S0387,T04,M026,C0587,2025-09-05 00:08:50,VIP,67.5,1,67.5
T000869,S0253,T03,M002,C0052,2025-05-26 14:08:50,Regular,37.0,1,37.0
T000870,S0213,T03,M027,C0124,2025-06-08 14:38:50,Regular,40.0,1,40.0
T000871,S0026,T01,M025,C0020,2025-07-17 05:08:50,Regular,43.0,1,43.0
T000872,S0439,T05,M013,C0375,2025-05-04 03:23:50,Regular,39.0,1,39.0
T000873,S0063,T01,M013,C0333,2025-09-11 05:23:50,VIP,58.5,1,58.5
T000874,S0029,T01,M019,C0403,2025-08-30 13:38:50,Regular,39.0,1,39.0
T000875,S0399,T05,M027,C0239,2025-06-09 05:23:50,VIP,60.0,1,60.0
T000876,S0411,T05,M002,C0590,2025-09-14 05:08:50,Regular,37.0,1,37.0
T000877,S0077,T01,M026,C0164,2025-08-06 16:08:50,Regular,45.0,1,45.0
T000878,S0421,T05,M003,C0191,2025-07-19 04:23:50,Regular,36.0,1,36.0
T000879,S0176,T02,M025,C0031,2025-05-22 16:08:50,Regular,43.0,1,43.0
T000880,S0118,T02,M034,C0164,2025-07-01 06:38:50,Regular,41.0,1,41.0
T000881,S0223,T03,M035,C0346,2025-09-02 03:38:50,Regular,37.0,1,37.0
T000882,S0328,T04,M029,C0313,2025-07-28 07:08:50,Regular,46.0,1,46.0
T000883,S0081,T02,M018,C0476,2025-06-26 16:38:50,Regular,36.0,1,36.0
T000884,S0335,T04,M023,C0136,2025-09-16 00:53:50,Regular,38.0,1,38.0
T000885,S0319,T04,M023,C0581,2025-09-07 00:38:50,Regular,38.0,1,38.0
T000886,S0083,T02,M021,C0534,2025-04-30 14:08:50,Regular,39.0,1,39.0
T000887,S0320,T04,M018,C0227,2025-08-09 15:53:50,Regular,36.0,1,36.0
T000888,S0441,T05,M021,C0494,2025-08-31 15:08:50,VIP,58.5,1,58.5
T000889,S0309,T03,M026,C0466,2025-08-17 13:53:50,Regular,45.0,1,45.0
T000890,S0018,T01,M010,C0396,2025-09-12 22:38:50,Regular,38.0,1,38.0
T000891,S0168,T02,M024,C0588,2025-08-27 14:38:50,Regular,48.0,1,48.0
T000892,S0403,T05,M004,C0249,2025-07-19 22:08:50,Regular,42.0,1,42.0
T000893,S0261,T03,M038,C0244,2025-07-03 23:53:50,Regular,41.0,1,41.0
T000894,S0107,T02,M014,C0398,2025-06-26 10:53:50,Regular,41.0,1,41.0
T000895,S0351,T04,M037,C0586,2025-07-16 15:08:50,Regular,45.0,1,45.0
T000896,S0478,T05,M026,C0172,2025-06-23 07:38:50,Regular,45.0,1,45.0
T000897,S0019,T01,M004,C0558,2025-09-09 13:08:50,Regular,42.0,1,42.0
T000898,S0368,T04,M037,C0197,2025-05-17 15:53:50,Regular,45.0,1,45.0
T000899,S0481,T05,M030,C0040,2025-07-12 21:38:50,Regular,38.0,1,38.0
T000900,S0428,T05,M009,C0187,2025-06-25 06:38:50,Regular,45.0,1,45.0
T000901,S0047,T01,M026,C0502,2025-08-24 06:08:50,Regular,45.0,1,45.0
T000902,S0114,T02,M012,C0347,2025-05-26 00:38:50,Regular,40.0,1,40.0
T000903,S0382,T04,M010,C0247,2025-09-26 04:08:50,Regular,38.0,1,38.0
T000904,S0062,T01,M015,C0285,2025-07-05 11:53:50,VIP,55.5,1,55.5
T000905,S0369,T04,M005,C0264,2025-09-02 02:23:50,Regular,38.0,1,38.0
T000906,S0492,T05,M015,C0347,2025-07-09 12:53:50,Regular,37.0,1,37.0
T000907,S0241,T03,M035,C0063,2025-08-10 12:23:50,Regular,37.0,1,37.0
T000908,S0237,T03,M015,C0452,2025-08-20 17:38:50,Regular,37.0,1,37.0
T000909,S0381,T04,M010,C0069,2025-09-21 11:53:50,Regular,38.0,1,38.0
T000910,S0453,T05,M031,C0248,2025-06-17 04:23:50,Regular,40.0,1,40.0
T000911,S0092,T02,M032,C0548,2025-08-20 00:23:50,Regular,38.0,1,38.0
T000912,S0041,T01,M016,C0293,2025-06-12 20:53:50,Regular,44.0,1,44.0
T000913,S0265,T03,M031,C0107,2025-07-08 20:38:50,Regular,40.0,1,40.0
T000914,S0349,T04,M024,C0211,2025-09-06 08:23:50,Regular,48.0,1,48.0
T000915,S0068,T01,M019,C0325,2025-07-03 18:38:50,Regular,39.0,1,39.0
T000916,S0287,T03,M026,C0271,2025-06-23 01:53:50,Regular,45.0,1,45.0
T000917,S0129,T02,M028,C0123,2025-09-11 05:08:50,Regular,43.0,1,43.0
T000918,S0319,T04,M023,C0172,2025-09-12 06:38:50,Regular,38.0,1,38.0
T000919,S0406,T05,M022,C0118,2025-08-09 08:08:50,VIP,60.0,1,60.0
T000920,S0022,T01,M020,C0125,2025-06-26 18:23:50,VIP,58.5,1,58.5
T000921,S0178,T02,M036,C0317,2025-09-23 07:23:50,Regular,45.0,1,45.0
T000922,S0334,T04,M032,C0538,2025-08-31 03:53:50,Regular,38.0,1,38.0
T000923,S0037,T01,M030,C0518,2025-08-13 19:53:50,Couple,68.4,1,68.4
T000924,S0031,T01,M004,C0560,2025-08-15 15:38:50,Regular,42.0,1,42.0
T000925,S0117,T02,M024,C0417,2025-08-23 10:23:50,Regular,48.0,1,48.0
T000926,S0074,T01,M009,C0159,2025-07-31 04:08:50,Regular,45.0,1,45.0
T000927,S0154,T02,M014,C0363,2025-08-17 11:38:50,Regular,41.0,1,41.0
T000928,S0419,T05,M024,C0109,2025-09-02 21:08:50,Regular,48.0,1,48.0
T000929,S0341,T04,M013,C0545,2025-05-28 01:53:50,VIP,58.5,1,58.5
